"Card code","Scheme","Card type","Country","Gateway 1 (Transactions Count)","Gateway 2  (Transactions Count)","Gateway 3  (Transactions Count)",""
"541268","MASTERCARD","Type A","SLOVENIA","14","9","3",""
"542388","MASTERCARD","Type A","RUSSIAN FEDERATION","14","9","3",""
"543311","MASTERCARD","Type A","MALAYSIA","14","9","3",""
"544485","MASTERCARD","Type A","THAILAND","14","9","3",""
"544990","MASTERCARD","Type A","AUSTRIA","14","9","3",""
"545140","MASTERCARD","Type A","UNITED KINGDOM","14","9","3",""
"548659","MASTERCARD","Type A","SWITZERLAND","14","9","3",""
"548906","MASTERCARD","Type A","SPAIN","14","9","3",""
"549035","MASTERCARD","Type A","UNITED STATES","14","9","3",""
"549198","MASTERCARD","Type A","CANADA","14","9","3",""
"552873","MASTERCARD","Type A","ROMANIA","14","9","3",""
"554723","MASTERCARD","Type A","BULGARIA","14","9","3",""
"554904","MASTERCARD","Type A","CHILE","14","9","3",""
"557115","MASTERCARD","Type A","ARMENIA","14","9","3",""
"513111","MASTERCARD","Type A","FRANCE","14","9","3",""
"513729","MASTERCARD","Type A","ALBANIA","14","9","3",""
"514906","MASTERCARD","Type A","CHINA","14","9","3",""
"517021","MASTERCARD","Type A","DENMARK","14","9","3",""
"518675","MASTERCARD","Type A","UNITED KINGDOM","14","9","3",""
"520169","MASTERCARD","Type A","CHINA","14","9","3",""
"522828","MASTERCARD","Type A","RUSSIAN FEDERATION","14","9","3",""
"522874","MASTERCARD","Type A","POLAND","14","9","3",""
"524211","MASTERCARD","Type A","UNITED ARAB EMIRATES","14","9","3",""
"524710","MASTERCARD","Type A","BULGARIA","14","9","3",""
"525290","MASTERCARD","Type A","JAPAN","14","9","3",""
"527628","MASTERCARD","Type A","NEW ZEALAND","14","9","3",""
"533948","MASTERCARD","Type A","VIET NAM","14","9","3",""
"536368","MASTERCARD","Type A","POLAND","14","9","3",""
"540385","MASTERCARD","Type A","UNITED STATES","14","9","3",""
"541982","MASTERCARD","Type A","HONG KONG","14","9","3",""
"542764","MASTERCARD","Type A","NEW ZEALAND","14","9","3",""
"543651","MASTERCARD","Type A","POLAND","14","9","3",""
"547130","MASTERCARD","Type A","COLOMBIA","14","9","3",""
"547889","MASTERCARD","Type A","LATVIA","14","9","3",""
"548117","MASTERCARD","Type A","INDONESIA","14","9","3",""
"548233","MASTERCARD","Type A","RUSSIAN FEDERATION","14","9","3",""
"552088","MASTERCARD","Type A","INDIA","14","9","3",""
"552289","MASTERCARD","Type A","BRAZIL","14","9","3",""
"554390","MASTERCARD","Type A","SPAIN","14","9","3",""
"513770","MASTERCARD","Type A","FRANCE","13","8","3",""
"516075","MASTERCARD","Type A","BRAZIL","13","8","3",""
"525312","MASTERCARD","Type A","TURKEY","13","8","3",""
"531205","MASTERCARD","Type A","RUSSIAN FEDERATION","13","8","3",""
"540094","MASTERCARD","Type A","SLOVAKIA","13","8","3",""
"540184","MASTERCARD","Type A","INDONESIA","13","8","3",""
"541671","MASTERCARD","Type A","ROMANIA","13","8","3",""
"542119","MASTERCARD","Type A","TURKEY","13","8","3",""
"542525","MASTERCARD","Type A","LATVIA","13","8","3",""
"543215","MASTERCARD","Type A","THAILAND","13","8","3",""
"543374","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","13","8","3",""
"543463","MASTERCARD","Type A","CZECH REPUBLIC","13","8","3",""
"543617","MASTERCARD","Type A","KOREA REPUBLIC OF","13","8","3",""
"546697","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","13","8","3",""
"547133","MASTERCARD","Type A","DENMARK","13","8","3",""
"548690","MASTERCARD","Type A","GERMANY","13","8","3",""
"549033","MASTERCARD","Type A","UNITED STATES","13","8","3",""
"552177","MASTERCARD","Type A","ISRAEL","13","8","3",""
"514915","MASTERCARD","Type A","TURKEY","13","8","3",""
"516050","MASTERCARD","Type A","HUNGARY","13","8","3",""
"516319","MASTERCARD","Type A","AUSTRALIA","13","8","3",""
"520378","MASTERCARD","Type A","EGYPT","13","8","3",""
"521378","MASTERCARD","Type A","TURKEY","13","8","3",""
"525083","MASTERCARD","Type A","JAPAN","13","8","3",""
"527591","MASTERCARD","Type A","FINLAND","13","8","3",""
"528630","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","13","8","3",""
"528851","MASTERCARD","Type A","MEXICO","13","8","3",""
"531171","MASTERCARD","Type A","ITALY","13","8","3",""
"531681","MASTERCARD","Type A","BRAZIL","13","8","3",""
"538823","MASTERCARD","Type A","KOREA REPUBLIC OF","13","8","3",""
"542124","MASTERCARD","Type A","MALAYSIA","13","8","3",""
"545756","MASTERCARD","Type A","CANADA","13","8","3",""
"545963","MASTERCARD","Type A","SLOVENIA","13","8","3",""
"548208","MASTERCARD","Type A","BULGARIA","13","8","3",""
"548466","MASTERCARD","Type A","RUSSIAN FEDERATION","13","8","3",""
"548632","MASTERCARD","Type A","LATVIA","13","8","3",""
"550075","MASTERCARD","Type A","ITALY","13","8","3",""
"552125","MASTERCARD","Type A","KOREA REPUBLIC OF","13","8","3",""
"552475","MASTERCARD","Type A","UNITED STATES","13","8","3",""
"557721","MASTERCARD","Type A","UKRAINE","13","8","3",""
"557755","MASTERCARD","Type A","THAILAND","13","8","3",""
"557888","MASTERCARD","Type A","PORTUGAL","13","8","3",""
"512107","MASTERCARD","Type A","UNITED STATES","12","8","3",""
"513039","MASTERCARD","Type A","FRANCE","12","8","3",""
"518899","MASTERCARD","Type A","MEXICO","12","8","3",""
"520089","MASTERCARD","Type A","SAUDI ARABIA","12","8","3",""
"523951","MASTERCARD","Type A","INDIA","12","8","3",""
"524170","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","12","8","3",""
"524694","MASTERCARD","Type A","ITALY","12","8","3",""
"529932","MASTERCARD","Type A","UNITED KINGDOM","12","8","3",""
"530785","MASTERCARD","Type A","CANADA","12","8","3",""
"533418","MASTERCARD","Type A","HUNGARY","12","8","3",""
"535108","MASTERCARD","Type A","RUSSIAN FEDERATION","12","8","3",""
"540034","MASTERCARD","Type A","HONG KONG","12","8","3",""
"540103","MASTERCARD","Type A","LATVIA","12","8","3",""
"540497","MASTERCARD","Type A","KOREA REPUBLIC OF","12","8","3",""
"542195","MASTERCARD","Type A","UNITED KINGDOM","12","8","3",""
"542776","MASTERCARD","Type A","HUNGARY","12","8","3",""
"544886","MASTERCARD","Type A","RUSSIAN FEDERATION","12","8","3",""
"547087","MASTERCARD","Type A","BELARUS","12","8","3",""
"547120","MASTERCARD","Type A","SOUTH AFRICA","12","8","3",""
"548405","MASTERCARD","Type A","RUSSIAN FEDERATION","12","8","3",""
"548435","MASTERCARD","Type A","RUSSIAN FEDERATION","12","8","3",""
"549006","MASTERCARD","Type A","GERMANY","12","8","3",""
"549252","MASTERCARD","Type A","AUSTRIA","12","8","3",""
"549708","MASTERCARD","Type A","GERMANY","12","8","3",""
"550472","MASTERCARD","Type A","TURKEY","12","8","3",""
"554263","MASTERCARD","Type A","BOSNIA AND HERZEGOVINA","12","8","3",""
"557641","MASTERCARD","Type A","ROMANIA","12","8","3",""
"558769","MASTERCARD","Type A","PHILIPPINES","12","8","3",""
"510050","MASTERCARD","Type A","BULGARIA","12","8","3",""
"510207","MASTERCARD","Type A","SWITZERLAND","12","8","3",""
"512573","MASTERCARD","Type A","HUNGARY","12","8","3",""
"515881","MASTERCARD","Type A","GEORGIA","12","8","3",""
"516735","MASTERCARD","Type A","UKRAINE","12","8","3",""
"518597","MASTERCARD","Type A","BELARUS","12","8","3",""
"522126","MASTERCARD","Type A","SOUTH AFRICA","12","8","3",""
"525746","MASTERCARD","Type A","CHINA","12","8","3",""
"527434","MASTERCARD","Type A","SPAIN","12","8","3",""
"529605","MASTERCARD","Type A","JAPAN","12","8","3",""
"529952","MASTERCARD","Type A","GERMANY","12","8","3",""
"531801","MASTERCARD","Type A","QATAR","12","8","3",""
"532458","MASTERCARD","Type A","CHINA","12","8","3",""
"532662","MASTERCARD","Type A","INDIA","12","8","3",""
"536468","MASTERCARD","Type A","PORTUGAL","12","8","3",""
"541550","MASTERCARD","Type A","MACAO","12","8","3",""
"541555","MASTERCARD","Type A","BRAZIL","12","8","3",""
"541971","MASTERCARD","Type A","MALAYSIA","12","8","3",""
"542640","MASTERCARD","Type A","INDONESIA","12","8","3",""
"542766","MASTERCARD","Type A","NEW ZEALAND","12","8","3",""
"543827","MASTERCARD","Type A","SLOVENIA","12","8","3",""
"545202","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","12","8","3",""
"546139","MASTERCARD","Type A","UNITED STATES","12","8","3",""
"549139","MASTERCARD","Type A","CANADA","12","8","3",""
"549887","MASTERCARD","Type A","RUSSIAN FEDERATION","12","8","3",""
"552056","MASTERCARD","Type A","LEBANON","12","8","3",""
"552100","MASTERCARD","Type A","HONG KONG","12","8","3",""
"554827","MASTERCARD","Type A","SINGAPORE","12","8","3",""
"514075","MASTERCARD","Type A","LEBANON","11","7","2",""
"514958","MASTERCARD","Type A","CHINA","11","7","2",""
"515805","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"517869","MASTERCARD","Type A","UNITED STATES","11","7","2",""
"520942","MASTERCARD","Type A","ITALY","11","7","2",""
"520999","MASTERCARD","Type A","ROMANIA","11","7","2",""
"521887","MASTERCARD","Type A","MALAYSIA","11","7","2",""
"522174","MASTERCARD","Type A","MEXICO","11","7","2",""
"524182","MASTERCARD","Type A","INDIA","11","7","2",""
"525044","MASTERCARD","Type A","JAPAN","11","7","2",""
"525073","MASTERCARD","Type A","JAPAN","11","7","2",""
"526418","MASTERCARD","Type A","VIET NAM","11","7","2",""
"527930","MASTERCARD","Type A","JAPAN","11","7","2",""
"527952","MASTERCARD","Type A","JAPAN","11","7","2",""
"529001","MASTERCARD","Type A","MEXICO","11","7","2",""
"529884","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"531260","MASTERCARD","Type A","UNITED STATES","11","7","2",""
"534244","MASTERCARD","Type A","SWEDEN","11","7","2",""
"534768","MASTERCARD","Type A","BOSNIA AND HERZEGOVINA","11","7","2",""
"536360","MASTERCARD","Type A","POLAND","11","7","2",""
"539998","MASTERCARD","Type A","INDIA","11","7","2",""
"540018","MASTERCARD","Type A","HONG KONG","11","7","2",""
"540600","MASTERCARD","Type A","SLOVENIA","11","7","2",""
"540863","MASTERCARD","Type A","MONTENEGRO","11","7","2",""
"541997","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"542374","MASTERCARD","Type A","TURKEY","11","7","2",""
"542555","MASTERCARD","Type A","GERMANY","11","7","2",""
"543377","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","11","7","2",""
"544268","MASTERCARD","Type A","POLAND","11","7","2",""
"544454","MASTERCARD","Type A","BELARUS","11","7","2",""
"547027","MASTERCARD","Type A","BELGIUM","11","7","2",""
"548658","MASTERCARD","Type A","UKRAINE","11","7","2",""
"552041","MASTERCARD","Type A","BELGIUM","11","7","2",""
"552057","MASTERCARD","Type A","SOUTH AFRICA","11","7","2",""
"552236","MASTERCARD","Type A","BRAZIL","11","7","2",""
"552756","MASTERCARD","Type A","GERMANY","11","7","2",""
"554204","MASTERCARD","Type A","HUNGARY","11","7","2",""
"557349","MASTERCARD","Type A","UNITED KINGDOM","11","7","2",""
"510029","MASTERCARD","Type A","NETHERLANDS","11","7","2",""
"510171","MASTERCARD","Type A","ITALY","11","7","2",""
"513381","MASTERCARD","Type A","FRANCE","11","7","2",""
"518796","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"520079","MASTERCARD","Type A","CHILE","11","7","2",""
"522056","MASTERCARD","Type A","BULGARIA","11","7","2",""
"525897","MASTERCARD","Type A","CANADA","11","7","2",""
"529572","MASTERCARD","Type A","TURKEY","11","7","2",""
"531327","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"531444","MASTERCARD","Type A","MEXICO","11","7","2",""
"532665","MASTERCARD","Type A","UNITED ARAB EMIRATES","11","7","2",""
"533112","MASTERCARD","Type A","INDIA","11","7","2",""
"534139","MASTERCARD","Type A","MALAYSIA","11","7","2",""
"536219","MASTERCARD","Type A","UNITED STATES","11","7","2",""
"540053","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"542071","MASTERCARD","Type A","MALTA","11","7","2",""
"542144","MASTERCARD","Type A","BULGARIA","11","7","2",""
"542147","MASTERCARD","Type A","BULGARIA","11","7","2",""
"542291","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"542293","MASTERCARD","Type A","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","11","7","2",""
"542550","MASTERCARD","Type A","SINGAPORE","11","7","2",""
"542845","MASTERCARD","Type A","LEBANON","11","7","2",""
"544134","MASTERCARD","Type A","SLOVAKIA","11","7","2",""
"544258","MASTERCARD","Type A","POLAND","11","7","2",""
"544490","MASTERCARD","Type A","CZECH REPUBLIC","11","7","2",""
"545847","MASTERCARD","Type A","TURKEY","11","7","2",""
"546286","MASTERCARD","Type A","SLOVAKIA","11","7","2",""
"547144","MASTERCARD","Type A","SLOVAKIA","11","7","2",""
"548388","MASTERCARD","Type A","UKRAINE","11","7","2",""
"548459","MASTERCARD","Type A","RUSSIAN FEDERATION","11","7","2",""
"549008","MASTERCARD","Type A","GERMANY","11","7","2",""
"552110","MASTERCARD","Type A","BAHRAIN","11","7","2",""
"552168","MASTERCARD","Type A","HONG KONG","11","7","2",""
"554533","MASTERCARD","Type A","HUNGARY","11","7","2",""
"554906","MASTERCARD","Type A","BRAZIL","11","7","2",""
"554927","MASTERCARD","Type A","BRAZIL","11","7","2",""
"512803","MASTERCARD","Type A","TURKEY","10","6","2",""
"516969","MASTERCARD","Type A","POLAND","10","6","2",""
"520097","MASTERCARD","Type A","TURKEY","10","6","2",""
"520430","MASTERCARD","Type A","SAUDI ARABIA","10","6","2",""
"520925","MASTERCARD","Type A","POLAND","10","6","2",""
"524835","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"525590","MASTERCARD","Type A","ITALY","10","6","2",""
"526724","MASTERCARD","Type A","ITALY","10","6","2",""
"529091","MASTERCARD","Type A","MEXICO","10","6","2",""
"535966","MASTERCARD","Type A","KUWAIT","10","6","2",""
"539702","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","10","6","2",""
"540041","MASTERCARD","Type A","MALAYSIA","10","6","2",""
"540692","MASTERCARD","Type A","COLOMBIA","10","6","2",""
"541736","MASTERCARD","Type A","HONG KONG","10","6","2",""
"541809","MASTERCARD","Type A","SLOVENIA","10","6","2",""
"542258","MASTERCARD","Type A","ECUADOR","10","6","2",""
"543081","MASTERCARD","Type A","TURKEY","10","6","2",""
"543375","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","10","6","2",""
"544239","MASTERCARD","Type A","KUWAIT","10","6","2",""
"545296","MASTERCARD","Type A","HUNGARY","10","6","2",""
"545784","MASTERCARD","Type A","UKRAINE","10","6","2",""
"548126","MASTERCARD","Type A","ALBANIA","10","6","2",""
"552861","MASTERCARD","Type A","CZECH REPUBLIC","10","6","2",""
"554286","MASTERCARD","Type A","CZECH REPUBLIC","10","6","2",""
"557351","MASTERCARD","Type A","UNITED KINGDOM","10","6","2",""
"557536","MASTERCARD","Type A","POLAND","10","6","2",""
"557884","MASTERCARD","Type A","BELARUS","10","6","2",""
"510177","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"513536","MASTERCARD","Type A","FRANCE","10","6","2",""
"514916","MASTERCARD","Type A","SINGAPORE","10","6","2",""
"514934","MASTERCARD","Type A","INDONESIA","10","6","2",""
"517045","MASTERCARD","Type A","ROMANIA","10","6","2",""
"518868","MASTERCARD","Type A","AUSTRALIA","10","6","2",""
"519525","MASTERCARD","Type A","UNITED KINGDOM","10","6","2",""
"520113","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"520860","MASTERCARD","Type A","JAPAN","10","6","2",""
"520932","MASTERCARD","Type A","TURKEY","10","6","2",""
"522100","MASTERCARD","Type A","SOUTH AFRICA","10","6","2",""
"524368","MASTERCARD","Type A","INDIA","10","6","2",""
"525601","MASTERCARD","Type A","UNITED ARAB EMIRATES","10","6","2",""
"526334","MASTERCARD","Type A","DENMARK","10","6","2",""
"530695","MASTERCARD","Type A","COLOMBIA","10","6","2",""
"531291","MASTERCARD","Type A","JAPAN","10","6","2",""
"541303","MASTERCARD","Type A","DENMARK","10","6","2",""
"541625","MASTERCARD","Type A","SPAIN","10","6","2",""
"541726","MASTERCARD","Type A","MALAYSIA","10","6","2",""
"542445","MASTERCARD","Type A","JAPAN","10","6","2",""
"542632","MASTERCARD","Type A","LITHUANIA","10","6","2",""
"542772","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"544428","MASTERCARD","Type A","SERBIA","10","6","2",""
"545216","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"546540","MASTERCARD","Type A","UNITED STATES","10","6","2",""
"546604","MASTERCARD","Type A","UNITED STATES","10","6","2",""
"548422","MASTERCARD","Type A","RUSSIAN FEDERATION","10","6","2",""
"552305","MASTERCARD","Type A","BRAZIL","10","6","2",""
"552344","MASTERCARD","Type A","INDIA","10","6","2",""
"554062","MASTERCARD","Type A","SPAIN","10","6","2",""
"554728","MASTERCARD","Type A","MACAO","10","6","2",""
"513640","MASTERCARD","Type A","FRANCE","9","6","2",""
"517545","MASTERCARD","Type A","UNITED STATES","9","6","2",""
"518831","MASTERCARD","Type A","KOREA REPUBLIC OF","9","6","2",""
"518910","MASTERCARD","Type A","UNITED ARAB EMIRATES","9","6","2",""
"518986","MASTERCARD","Type A","ISRAEL","9","6","2",""
"520345","MASTERCARD","Type A","ITALY","9","6","2",""
"520651","MASTERCARD","Type A","SLOVAKIA","9","6","2",""
"521389","MASTERCARD","Type A","UNITED ARAB EMIRATES","9","6","2",""
"521899","MASTERCARD","Type A","CHINA","9","6","2",""
"522153","MASTERCARD","Type A","CHINA","9","6","2",""
"523909","MASTERCARD","Type A","SOUTH AFRICA","9","6","2",""
"523982","MASTERCARD","Type A","SOUTH AFRICA","9","6","2",""
"526227","MASTERCARD","Type A","UNITED STATES","9","6","2",""
"526751","MASTERCARD","Type A","SPAIN","9","6","2",""
"527935","MASTERCARD","Type A","JAPAN","9","6","2",""
"528057","MASTERCARD","Type A","CHINA","9","6","2",""
"531334","MASTERCARD","Type A","TURKEY","9","6","2",""
"531340","MASTERCARD","Type A","ITALY","9","6","2",""
"540448","MASTERCARD","Type A","SWITZERLAND","9","6","2",""
"543372","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","9","6","2",""
"543724","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"546068","MASTERCARD","Type A","UNITED ARAB EMIRATES","9","6","2",""
"546600","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","9","6","2",""
"548319","MASTERCARD","Type A","KAZAKHSTAN","9","6","2",""
"548410","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"548447","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"548476","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"549703","MASTERCARD","Type A","GERMANY","9","6","2",""
"550614","MASTERCARD","Type A","UNITED KINGDOM","9","6","2",""
"552107","MASTERCARD","Type A","BAHRAIN","9","6","2",""
"552252","MASTERCARD","Type A","CHILE","9","6","2",""
"552324","MASTERCARD","Type A","UKRAINE","9","6","2",""
"553442","MASTERCARD","Type A","GERMANY","9","6","2",""
"553943","MASTERCARD","Type A","HUNGARY","9","6","2",""
"554354","MASTERCARD","Type A","CZECH REPUBLIC","9","6","2",""
"554487","MASTERCARD","Type A","HONG KONG","9","6","2",""
"554544","MASTERCARD","Type A","UNITED KINGDOM","9","6","2",""
"554900","MASTERCARD","Type A","MEXICO","9","6","2",""
"554932","MASTERCARD","Type A","BRAZIL","9","6","2",""
"557816","MASTERCARD","Type A","LITHUANIA","9","6","2",""
"510022","MASTERCARD","Type A","SWITZERLAND","9","6","2",""
"510043","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","9","6","2",""
"512413","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"514759","MASTERCARD","Type A","UNITED STATES","9","6","2",""
"516366","MASTERCARD","Type A","AUSTRALIA","9","6","2",""
"518788","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"520398","MASTERCARD","Type A","LEBANON","9","6","2",""
"521465","MASTERCARD","Type A","JAPAN","9","6","2",""
"522470","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"523985","MASTERCARD","Type A","HONG KONG","9","6","2",""
"524181","MASTERCARD","Type A","INDIA","9","6","2",""
"524350","MASTERCARD","Type A","LEBANON","9","6","2",""
"524502","MASTERCARD","Type A","UNITED ARAB EMIRATES","9","6","2",""
"525789","MASTERCARD","Type A","POLAND","9","6","2",""
"529565","MASTERCARD","Type A","UNITED KINGDOM","9","6","2",""
"530991","MASTERCARD","Type A","SERBIA","9","6","2",""
"530995","MASTERCARD","Type A","HUNGARY","9","6","2",""
"531283","MASTERCARD","Type A","JAPAN","9","6","2",""
"531693","MASTERCARD","Type A","CHINA","9","6","2",""
"532443","MASTERCARD","Type A","TURKEY","9","6","2",""
"534251","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"538832","MASTERCARD","Type A","KOREA REPUBLIC OF","9","6","2",""
"539976","MASTERCARD","Type A","SWITZERLAND","9","6","2",""
"539983","MASTERCARD","Type A","NIGERIA","9","6","2",""
"540287","MASTERCARD","Type A","DENMARK","9","6","2",""
"540661","MASTERCARD","Type A","ARMENIA","9","6","2",""
"541541","MASTERCARD","Type A","SPAIN","9","6","2",""
"541556","MASTERCARD","Type A","GERMANY","9","6","2",""
"541616","MASTERCARD","Type A","INDONESIA","9","6","2",""
"541679","MASTERCARD","Type A","SAUDI ARABIA","9","6","2",""
"543448","MASTERCARD","Type A","COLOMBIA","9","6","2",""
"545240","MASTERCARD","Type A","CANADA","9","6","2",""
"545380","MASTERCARD","Type A","POLAND","9","6","2",""
"546564","MASTERCARD","Type A","ESTONIA","9","6","2",""
"548826","MASTERCARD","Type A","BRAZIL","9","6","2",""
"549777","MASTERCARD","Type A","INDIA","9","6","2",""
"552013","MASTERCARD","Type A","MALAYSIA","9","6","2",""
"552129","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","9","6","2",""
"552851","MASTERCARD","Type A","UNITED STATES","9","6","2",""
"554591","MASTERCARD","Type A","FRANCE","9","6","2",""
"557527","MASTERCARD","Type A","POLAND","9","6","2",""
"557849","MASTERCARD","Type A","RUSSIAN FEDERATION","9","6","2",""
"512317","MASTERCARD","Type A","POLAND","8","5","2",""
"512479","MASTERCARD","Type A","ITALY","8","5","2",""
"512609","MASTERCARD","Type A","KOREA REPUBLIC OF","8","5","2",""
"515611","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","8","5","2",""
"516357","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"517827","MASTERCARD","Type A","KOREA REPUBLIC OF","8","5","2",""
"518323","MASTERCARD","Type A","INDONESIA","8","5","2",""
"518706","MASTERCARD","Type A","FINLAND","8","5","2",""
"520317","MASTERCARD","Type A","MACEDONIA THE FORMER YUGOSLAV REPUBLIC OF","8","5","2",""
"520625","MASTERCARD","Type A","POLAND","8","5","2",""
"521059","MASTERCARD","Type A","MALAYSIA","8","5","2",""
"521129","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","8","5","2",""
"522767","MASTERCARD","Type A","SWEDEN","8","5","2",""
"522964","MASTERCARD","Type A","CHINA","8","5","2",""
"525502","MASTERCARD","Type A","ITALY","8","5","2",""
"525663","MASTERCARD","Type A","BRAZIL","8","5","2",""
"525770","MASTERCARD","Type A","CONGO, THE DEMOCRATIC REPUBLIC OF THE","8","5","2",""
"526878","MASTERCARD","Type A","KOREA REPUBLIC OF","8","5","2",""
"528943","MASTERCARD","Type A","MALAYSIA","8","5","2",""
"531045","MASTERCARD","Type A","UNITED KINGDOM","8","5","2",""
"531154","MASTERCARD","Type A","ITALY","8","5","2",""
"533599","MASTERCARD","Type A","AZERBAIJAN","8","5","2",""
"534120","MASTERCARD","Type A","ALBANIA","8","5","2",""
"540012","MASTERCARD","Type A","SINGAPORE","8","5","2",""
"540666","MASTERCARD","Type A","CYPRUS","8","5","2",""
"541271","MASTERCARD","Type A","UKRAINE","8","5","2",""
"542432","MASTERCARD","Type A","UNITED STATES","8","5","2",""
"542763","MASTERCARD","Type A","ITALY","8","5","2",""
"544098","MASTERCARD","Type A","OMAN","8","5","2",""
"544364","MASTERCARD","Type A","ITALY","8","5","2",""
"544540","MASTERCARD","Type A","BRAZIL","8","5","2",""
"544828","MASTERCARD","Type A","BRAZIL","8","5","2",""
"546044","MASTERCARD","Type A","LATVIA","8","5","2",""
"547045","MASTERCARD","Type A","KUWAIT","8","5","2",""
"547091","MASTERCARD","Type A","BELARUS","8","5","2",""
"547096","MASTERCARD","Type A","MEXICO","8","5","2",""
"549159","MASTERCARD","Type A","BRAZIL","8","5","2",""
"549774","MASTERCARD","Type A","DENMARK","8","5","2",""
"549869","MASTERCARD","Type A","ROMANIA","8","5","2",""
"552044","MASTERCARD","Type A","POLAND","8","5","2",""
"552101","MASTERCARD","Type A","TURKEY","8","5","2",""
"552182","MASTERCARD","Type A","LATVIA","8","5","2",""
"554013","MASTERCARD","Type A","SPAIN","8","5","2",""
"589283","MASTERCARD","Type A","TURKEY","8","5","2",""
"510722","MASTERCARD","Type A","UNITED STATES","8","5","2",""
"512687","MASTERCARD","Type A","UNITED KINGDOM","8","5","2",""
"512992","MASTERCARD","Type A","UNITED STATES","8","5","2",""
"514861","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","8","5","2",""
"515587","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"516828","MASTERCARD","Type A","POLAND","8","5","2",""
"517036","MASTERCARD","Type A","DENMARK","8","5","2",""
"517951","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","8","5","2",""
"518666","MASTERCARD","Type A","GREECE","8","5","2",""
"518927","MASTERCARD","Type A","MOLDOVA REPUBLIC OF","8","5","2",""
"520882","MASTERCARD","Type A","JAPAN","8","5","2",""
"521332","MASTERCARD","Type A","UNITED STATES","8","5","2",""
"522232","MASTERCARD","Type A","TAIWAN PROVINCE OF CHINA","8","5","2",""
"522953","MASTERCARD","Type A","AZERBAIJAN","8","5","2",""
"525767","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"527918","MASTERCARD","Type A","JAPAN","8","5","2",""
"529040","MASTERCARD","Type A","SLOVAKIA","8","5","2",""
"529578","MASTERCARD","Type A","UKRAINE","8","5","2",""
"530230","MASTERCARD","Type A","JAPAN","8","5","2",""
"531175","MASTERCARD","Type A","ITALY","8","5","2",""
"532918","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"532947","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"533933","MASTERCARD","Type A","AUSTRIA","8","5","2",""
"534263","MASTERCARD","Type A","URUGUAY","8","5","2",""
"534981","MASTERCARD","Type A","TURKEY","8","5","2",""
"540035","MASTERCARD","Type A","RUSSIAN FEDERATION","8","5","2",""
"540069","MASTERCARD","Type A","MALAYSIA","8","5","2",""
"540204","MASTERCARD","Type A","HONG KONG","8","5","2",""
"540256","MASTERCARD","Type A","MALAYSIA","8","5","2",""
"541063","MASTERCARD","Type A","NORWAY","8","5","2",""
"541096","MASTERCARD","Type A","HONG KONG","8","5","2",""
"541955","MASTERCARD","Type A","EGYPT","8","5","2",""
